id,position,bare,accented,derived_from_word_id,rank,disabled,audio,usage_en,usage_de,number_value,type,level,created_at
56,,время,вре'мя,,46,0,https://openrussian.org/audio-shtooka/время.mp3,"в то вре́мя - at that time\nво вре́мя войны́ - during the war + genitive\nмно́го вре́мени - much of the time\nза вре́мя - while + genitive","тем вре́менем - inzwischen, währenddessen\nсо вре́менем  - nach und nach, im Lauf der Zeit\nв то вре́мя  - mittlerweile",,noun,A2,2020-01-01 00:00:00
58,,самый,са'мый,,48,0,https://openrussian.org/audio-shtooka/самый.mp3,на са́мом де́ле: In fact,,,adjective,B1,2020-01-01 00:00:00
66,,свой,свой,,55,0,https://openrussian.org/audio-shtooka/свой.mp3,"Я говорю́ о свое́й рабо́те - I'm talking about (my own) work\nНа дискоте́ку со свое́й фоноте́кой - To the disco with our own music collection",,,adjective,B1,2020-01-01 00:00:00
67,,дело,де'ло,,56,0,https://openrussian.org/audio-shtooka/дело.mp3,то и дело - every now and then,,,noun,B1,2020-01-01 00:00:00
74,,раз,раз,,63,0,https://openrussian.org/audio-shtooka/раз.mp3,"один раз - once\nдва ра́за - twice\nшесть раз - six times\nне раз - more than once",,,noun,A2,2020-01-01 00:00:00
75,,два,два,,,0,https://openrussian.org/audio-shtooka/два.mp3,"два\nдвух\nдвум\nдва / двух\nдвумя́\nдвух\n\nдва changes to две when it describes something feminine\nex: две руба́шки",,,other,A2,2020-01-01 00:00:00
84,,ничто,ничто',,71,0,https://openrussian.org/audio-shtooka/ничто.mp3,"nominative: ничто́\ngenitive: ничего́\ndative: ничему́\naccusative: ничто́ / ничего́\ninstrumental: ниче́м\nprepositional: ни о чём",,,other,A2,2020-01-01 00:00:00
85,,потом,пото'м,,72,0,https://openrussian.org/audio-shtooka/потом.mp3,Adverb,,,other,A1,2020-01-01 00:00:00
88,,ли,ли,,74,0,https://openrussian.org/audio-shtooka/ли.mp3,"Ли always goes after the question/interrogative word.  например: <<Я спросил отца, всю ли газету он прочитал>> I asked father whether he read the whole paper.\nFor more info refer to topics titled Indirect Speech",Fragepartikel,,other,B1,2020-01-01 00:00:00
89,,при,при,,75,0,https://openrussian.org/audio-shtooka/при.mp3,+ prepositional case,,,other,B1,2020-01-01 00:00:00
102,,после,по'сле,,88,0,https://openrussian.org/audio-shtooka/после.mp3,+ genitive case,als Präposition + Genitiv,,other,A2,2020-01-01 00:00:00
105,,через,че'рез,,91,0,https://openrussian.org/audio-shtooka/через.mp3,"This can also be written as ""чрез""",что?,,other,B1,2020-01-01 00:00:00
109,,спросить,спроси'ть,,95,0,https://openrussian.org/audio-shtooka/спросить.mp3,"This verb is commonly used to ask for information, while просить - попросить to make a request of some sort, to ask somebody to do something, to obtain something. out of the request.",что у кого? кого о чём?,,verb,A1,2020-01-01 00:00:00
126,,об,об,,112,0,,+ prepositional,,,other,B1,2020-01-01 00:00:00
127,,нога,нога',,113,0,https://openrussian.org/audio-shtooka/нога.mp3,вверх ногами - upside down,,,noun,A2,2020-01-01 00:00:00
131,,никто,никто',,117,0,,"nominative: никто́\ngenitive: никого́\ndative: никому́\naccusative: никого́\ninstrumental: нике́м\nprepositional: ни о ко́м","Deklination von никто́  \n\nNominativ:	       	никто́\nGenitiv:	               	никого́\nDativ:	               	никому́\nAkkusativ:         	никого́\nInstrumental:       	нике́м\nPrepositional:      	ни о ко́м",,other,A2,2020-01-01 00:00:00
135,,нужный,ну'жный,,120,0,https://openrussian.org/audio-shtooka/нужный.mp3,"Dative + нужно + infinitive\nDative + short form + nominative",,,adjective,B1,2020-01-01 00:00:00
141,,казаться,каза'ться,,126,0,https://openrussian.org/audio-shtooka/казаться.mp3,+ instrumental case with adjective,кому? каким/какой?,,verb,B1,2020-01-01 00:00:00
142,,три,три,,,0,https://openrussian.org/audio-shtooka/три.mp3,"три\nтрёх\nтрём\nтри / трёх\nтремя́\nтрёх",,,other,A2,2020-01-01 00:00:00
144,,город,го'род,,128,0,https://openrussian.org/audio-shtooka/город.mp3,он рабо́тает в э́том го́роде - he works in this town,,,noun,A2,2020-01-01 00:00:00
145,,несколько,не'сколько,,129,0,https://openrussian.org/audio-shtooka/несколько.mp3,"The words много, мало, немного, немало, сколько, несколько are used with different grammatical cases depending whether the object is countable or not: With genitive plural with countables and genitive singular with non-countables.","Много, мало, немного, немало, сколько, несколько + Genitiv Plural mit Zählbarem und Genitiv Singular mit nicht Zählbarem.",,other,A2,2020-01-01 00:00:00
152,,более,бо'лее,,136,0,https://openrussian.org/audio-shtooka/более.mp3,"Adverb - much discussion online about the difference between более and больше - if in doubt, более is quite old-fashioned and pretentious, and больше appears to have greater usage. See https://www.quora.com/Russian-language-Is-there-a-difference-between-более-and-больше","более чем — mehr als\nболее чем когда-либо — mehr denn je\nболее или менее — mehr oder weniger\nни более ни менее — nicht mehr und nicht weniger\nболее того — noch mehr\nвсё более и более — immer mehr und mehr\nтем более — um so mehr\nболее 200 человек -- mehr als 200 Leute",,other,B1,2020-01-01 00:00:00
175,,вид,вид,,159,0,https://openrussian.org/audio-shtooka/вид.mp3,"делать вид, что ... - to pretend\nВот это полезный перекус в виде фруктов - Here is a healthy snack in the form of fruit",,,noun,B1,2020-01-01 00:00:00
189,,много,мно'го,,173,0,https://openrussian.org/audio-shtooka/много.mp3,"The words много, мало, немного, немало, сколько, несколько are used with different grammatical cases depending whether the object is countable or not: With genitive plural with countables and genitive singular with non-countables.","Много, мало, немного, немало, сколько, несколько + Genitiv Plural mit Zählbarem und Genitiv Singular mit nicht Zählbarem.\n\nво многом: zu einem guten/grossen Teil, weitgehend, grösstenteils",,other,A2,2020-01-01 00:00:00
198,,лишь,лишь,,182,0,https://openrussian.org/audio-shtooka/лишь.mp3,"Commonly used: Лишь бы - Just to/merely to/as long as\nОна готова была бросить всё, плыть через океан, лишь бы встретиться с ним.","лишь то́лько - sobald, kaum",,other,B1,2020-01-01 00:00:00
200,,опять,опя'ть,,184,0,https://openrussian.org/audio-shtooka/опять.mp3,"Can sometimes have a negative connotation.\n\nOnly «опять» is used in «опять же» (~""besides"").\nWhen asking someone to repeat, use «ещё раз».",,,other,B1,2020-01-01 00:00:00
201,,ждать,ждать,,185,0,https://openrussian.org/audio-shtooka/ждать.mp3,+ genitive case,кого? чего?,,verb,A2,2020-01-01 00:00:00
204,,посмотреть,посмотре'ть,,188,0,https://openrussian.org/audio-shtooka/посмотреть.mp3,"Occasionally its translated more like ""See"".  Мы посмотрим.  We will see.  or  Я не мог посмотреть название этой улицы.  I couldn't see the name of this street.",на кого? на что?,,verb,B1,2020-01-01 00:00:00
205,,про,про,,189,0,,+ accusative,+ Akkusativ,,other,B1,2020-01-01 00:00:00
219,,решить,реши'ть,,203,0,https://openrussian.org/audio-shtooka/решить.mp3,解决,что?,,verb,B1,2020-01-01 00:00:00
221,,Москва,Москва',,205,0,https://openrussian.org/audio-shtooka/Москва.mp3,Moskva and Moscow are two different renderings of the same Russian word Москва.,Moskwa und Moskau sind zwei verschiedene Wiedergaben desselben russischen Wortes Москва.,,noun,B1,2020-01-01 00:00:00
243,,сколько,ско'лько,,227,0,https://openrussian.org/audio-shtooka/сколько.mp3,"The words много, мало, немного, немало, сколько, несколько are used with different grammatical cases depending whether the object is countable or not: With genitive plural with countables and genitive singular with non-countables.\n\nстолько, сколько - as much as\n\nnominative: ско́лько\ngenitive: ско́льких\ndative: ско́льким\naccusative: ско́лько / ско́льких\ninstrumental: ско́лькими\nprepositional: ско́льких","Много, мало, немного, немало, сколько, несколько + Genitiv Plural mit Zählbarem und Genitiv Singular mit nicht Zählbarem.\nсколько де́нег, сколько сту́льев, сколько са́хара,  ско́лько молока́, ско́лько пи́ва, ско́лько вре́мени, сколько кошек",,other,A1,2020-01-01 00:00:00
248,,зачем,заче'м,,232,0,https://openrussian.org/audio-shtooka/зачем.mp3,"Reply with что́бы or зате́м, что́бы",,,other,B1,2020-01-01 00:00:00
253,,бог,бог,,237,0,https://openrussian.org/audio-shtooka/бог.mp3,Vocative form: бо́же,,,noun,B1,2020-01-01 00:00:00
255,,ходить,ходи'ть,,239,0,https://openrussian.org/audio-shtooka/ходить.mp3,"'Ходить' is multi-directional: it describes the action of walking around without a fixed goal or end point, a bit like the English verb 'to wander' (Compared to 'Идти' which is uni-directional: it describes someone walking in a straight line from A to B).\n\n[I think it would be a good idea to have this е́здить sentence cross-referenced to this ходить page: Я предпочита́ю ходи́ть пешком, а не е́здить на велосипе́де. I prefer going by foot than bicycling. ] Mercedes","'ходить' kann selbstständig - ohne Objektergänzung - stehen. Wird das Verb durch ein Objekt ergänzt, richtet sich dessen Kasus nicht nach dem Verb (keine Rektion) sondern nach der Präposition, die dem Verb folgt: в, на, к, до und andere.",,verb,B1,2020-01-01 00:00:00
262,,имя,и'мя,,246,0,https://openrussian.org/audio-shtooka/имя.mp3,Stem: имен-,,,noun,B1,2020-01-01 00:00:00
264,,бывать,быва'ть,,248,0,https://openrussian.org/audio-shtooka/бывать.mp3,+ instrumental,,,verb,B1,2020-01-01 00:00:00
269,,бояться,боя'ться,,253,0,https://openrussian.org/audio-shtooka/бояться.mp3,"+ genitive or infinitive\n+ за = for",,,verb,B1,2020-01-01 00:00:00
271,,давно,давно',,255,0,https://openrussian.org/audio-shtooka/давно.mp3,adverb,,,other,B1,2020-01-01 00:00:00
276,,нельзя,нельзя',,260,0,https://openrussian.org/audio-shtooka/нельзя.mp3,Always use нельзя́ to negate мо́жно (never не мо́жно),"нельзя + vollendetes Verb : nicht möglich  (нельзя открыть дверь, она заперта - Es ist nicht möglich, die Türe zu öffnen, sie ist verschlossen)\nнельзя + unvollendetes Verb :  nicht erlaubt , verboten  (Здесь нельзя курить – Hier darf man nicht rauchen)",,other,B1,2020-01-01 00:00:00
277,,похожий,похо'жий,,261,0,https://openrussian.org/audio-shtooka/похожий.mp3,"+ на + Accusative = similar to\nон похо́ж на своего́ отца́ - he is similar to his father","на кого, на что\nСинонимы -- подобный, схожий, сходный",,adjective,B1,2020-01-01 00:00:00
288,,оно,оно',,,0,,"nominative: оно́\ngenitive: его́ / него́\ndative: ему́ / нему́\naccusative: его́ / него́\ninstrumental: им / ним\nprepositional: нём\n\nThe second forms are used after prepositions.\nEx: челове́к над ним",,,other,A1,2020-01-01 00:00:00
291,,оставаться,остава'ться,,273,0,https://openrussian.org/audio-shtooka/оставаться.mp3,Predicate noun (or adjective) takes the instrumental case.,,,verb,B1,2020-01-01 00:00:00
314,,среди,среди',,296,0,,+ genitive case,кого? чего?,,other,B1,2020-01-01 00:00:00
331,,вокруг,вокру'г,,313,0,https://openrussian.org/audio-shtooka/вокруг.mp3,+ genitive,кого? чего?,,other,B1,2020-01-01 00:00:00
343,,оба,о'ба,,325,0,https://openrussian.org/audio-shtooka/оба.mp3,"о́ба 	о́бе\nобо́их 	обе́их\nобо́им 	обе́им\nобо́их / о́ба 	обе́их / о́бе\nобо́ими  обе́ими\nобо́их 	обе́их",,,other,B1,2020-01-01 00:00:00
356,,четыре,четы'ре,,,0,https://openrussian.org/audio-shtooka/четыре.mp3,"четы́ре\nчетырёх\nчетырём\nчеты́ре / четырёх\nчетырьмя́\nчетырёх",Nominativ: четы́ре - Genitiv: четырёх - Dativ: четырём - Akkusativ:(belebt/unbelebt) четырёх/четы́ре - Instrumental: четырьмя' - Präpositiv: четырёх,,other,A2,2020-01-01 00:00:00
380,,мало,ма'ло,228,362,0,https://openrussian.org/audio-shtooka/мало.mp3,"The words много, мало, немного, немало, сколько, несколько are used with different grammatical cases depending whether the object is countable or not: With genitive plural with countables and genitive singular with non-countables.","Много, мало, немного, немало, сколько, несколько + Genitiv Plural mit Zählbarem und Genitiv Singular mit nicht Zählbarem.",,adverb,A2,2020-01-01 00:00:00
407,,берег,бе'рег,,388,0,https://openrussian.org/audio-shtooka/берег.mp3,"with на/в - берегу́\n\nThe stress may fall on the preposition in the expression на́ берег (“ashore”).",,,noun,B1,2020-01-01 00:00:00
408,,помощь,по'мощь,,389,0,https://openrussian.org/audio-shtooka/помощь.mp3,с помощью: using,при помощи -- mit Hilfe,,noun,B1,2020-01-01 00:00:00
417,,против,про'тив,,398,0,https://openrussian.org/audio-shtooka/против.mp3,+ genitive case,чего? кого?,,other,B1,2020-01-01 00:00:00
423,,немного,немно'го,10078,404,0,https://openrussian.org/audio-shtooka/немного.mp3,"The words много, мало, немного, немало, сколько, несколько are used with different grammatical cases depending whether the object is countable or not: With genitive plural with countables and genitive singular with non-countables.","Много, мало, немного, немало, сколько, несколько + Genitiv Plural mit Zählbarem und Genitiv Singular mit nicht Zählbarem.",,other,B1,2020-01-01 00:00:00
427,,разве,ра'зве,,408,0,https://openrussian.org/audio-shtooka/разве.mp3,"Used with a question.  i.e ""Is it true that....""\nНу разве это не магическое рождество.\nWell isnt it true its a magical Christmas?",,,other,B1,2020-01-01 00:00:00
429,,становиться,станови'ться,,410,0,https://openrussian.org/audio-shtooka/становиться.mp3,+ instrumental case,,,verb,B1,2020-01-01 00:00:00
445,,угол,у'гол,,426,0,https://openrussian.org/audio-shtooka/угол.mp3,"The singular prepositional  form depends on the preposition: It is ""о угле́"" and ""в/на углу́""","Der Präpositiv Singular hängt von der Präposition ab: ""о угле́"" und ""в/на углу́""",,noun,B1,2020-01-01 00:00:00
458,,ехать,е'хать,,439,0,https://openrussian.org/audio-shtooka/ехать.mp3,"Unidirectional (one direction)\nMultidirectional partner: ездить",,,verb,A2,2020-01-01 00:00:00
466,,домой,домо'й,,447,0,https://openrussian.org/audio-shtooka/домой.mp3,"I am going home - я домой\nIt's time to go home - пора́ домо́й",,,other,B1,2020-01-01 00:00:00
478,,случиться,случи'ться,,459,0,https://openrussian.org/audio-shtooka/случиться.mp3,Что случилось? (What happened?),,,verb,B1,2020-01-01 00:00:00
485,,связь,связь,,466,0,https://openrussian.org/audio-shtooka/связь.mp3,На связи: In touch,,,noun,B1,2020-01-01 00:00:00
499,,ход,ход,,480,0,https://openrussian.org/audio-shtooka/ход.mp3,"locative - в ходу́, на ходу́",,,noun,B1,2020-01-01 00:00:00
503,,уметь,уме'ть,,484,0,https://openrussian.org/audio-shtooka/уметь.mp3,+ dative,что делать?,,verb,B1,2020-01-01 00:00:00
515,,заниматься,занима'ться,,496,0,https://openrussian.org/audio-shtooka/заниматься.mp3,+ instrumental case,Чем?,,verb,B1,2020-01-01 00:00:00
528,,возле,во'зле,,509,0,https://openrussian.org/audio-shtooka/возле.mp3,+ genitive case.,чего?,,other,B1,2020-01-01 00:00:00
534,,боль,боль,,515,0,https://openrussian.org/audio-shtooka/боль.mp3,feminine,,,noun,B1,2020-01-01 00:00:00
553,,около,о'коло,,534,0,https://openrussian.org/audio-shtooka/около.mp3,+ genitive,кого? чего?,,other,B1,2020-01-01 00:00:00
569,,пара,па'ра,,550,0,https://openrussian.org/audio-shtooka/пара.mp3,"Пару слов о том, для чего нам нужны падежи -  A few words about what we use cases for.",,,noun,B1,2020-01-01 00:00:00
588,,однажды,одна'жды,,569,0,https://openrussian.org/audio-shtooka/однажды.mp3,Adverb,,,other,B1,2020-01-01 00:00:00
595,,сквозь,сквозь,,576,0,https://openrussian.org/audio-shtooka/сквозь.mp3,+ accusative,что?,,other,B1,2020-01-01 00:00:00
603,,мимо,ми'мо,,584,0,https://openrussian.org/audio-shtooka/мимо.mp3,+genitive case,чего?,,other,B1,2020-01-01 00:00:00
613,,вместо,вме'сто,,594,0,https://openrussian.org/audio-shtooka/вместо.mp3,+ genitive,,,other,B1,2020-01-01 00:00:00
624,,нравиться,нра'виться,,605,0,https://openrussian.org/audio-shtooka/нравиться.mp3,"the person who likes - takes the dative case...\nОн мне нравится ― I like him.\nЯ им нравлюсь ― They like me.",кому? кто? что? что делать?,,verb,A2,2020-01-01 00:00:00
626,1,больной,больно'й,,607,0,https://openrussian.org/audio-shtooka/больной.mp3,"Can also mean a patient, or a sick person.",,,adjective,B1,2020-01-01 00:00:00
627,,ум,ум,,608,0,https://openrussian.org/audio-shtooka/ум.mp3,"несколько слов, которые приходят мне на ум...\nA few words that come to my mind...",,,noun,B1,2020-01-01 00:00:00
638,,всякий,вся'кий,,619,0,https://openrussian.org/audio-shtooka/всякий.mp3,На всякий случай - Just in case,,,adjective,B1,2020-01-01 00:00:00
642,,сто,сто,,623,0,https://openrussian.org/audio-shtooka/сто.mp3,"nominative: сто\ngenitive: ста, сот\ndative: ста, стам\naccusative: сто\ninstrumental: ста, ста́ми\nprepositional: ста, стах",,,other,B1,2020-01-01 00:00:00
656,,двое,дво'е,,637,0,https://openrussian.org/audio-shtooka/двое.mp3,"nominative: дво́е\ngenitive: двои́х\ndative: двои́м\naccusative: дво́е / двои́х\ninstrumental: двои́ми\nprepositional: двои́х",,,other,B1,2020-01-01 00:00:00
662,,оружие,ору'жие,,643,0,https://openrussian.org/audio-shtooka/оружие.mp3,Plural form almost never used,,,noun,B1,2020-01-01 00:00:00
667,,требовать,тре'бовать,,648,0,https://openrussian.org/audio-shtooka/требовать.mp3,Verb + genitive case.,чего? от кого?,,verb,B1,2020-01-01 00:00:00
668,,бой,бой,,649,0,,"The word has two prepositional case variants: a locative form - ""в бою́"", and a descriptive form - ""о бо́е"", ""знать толк в бо́е"".",,,noun,B1,2020-01-01 00:00:00
669,,качество,ка'чество,,650,0,https://openrussian.org/audio-shtooka/качество.mp3,"""в ка́честве"" + genitive case",,,noun,B1,2020-01-01 00:00:00
676,,прислать,присла'ть,,657,0,https://openrussian.org/audio-shtooka/прислать.mp3,"Unlike послать, прислать implies sent and received.",что? кому?,,verb,B1,2020-01-01 00:00:00
684,,столько,сто'лько,,665,0,https://openrussian.org/audio-shtooka/столько.mp3,"столько, сколько - as much as\nCегодня утром дорога от дома до метро стоила столько, сколько обычно стоит дорога от дома до моей работы. Дорого!\n\nИм. сто́лько\nР. сто́льких\nД. сто́льким \nВ. одуш - сто́льких или сто́лько.  неод - сто́лько\nТв. сто́лькими\nПр. сто́льких",,,other,B2,2020-01-01 00:00:00
718,,течение,тече'ние,,698,0,https://openrussian.org/audio-shtooka/течение.mp3,"в тече́ние = During, within, throughout\n\nв тече́ние часа - within the hour, during the course of one hour",,,noun,B2,2020-01-01 00:00:00
721,,помочь,помо'чь,,701,0,,+ Dative case,кому? чем?  в чём? (с чем?),,verb,A1,2020-01-01 00:00:00
731,,граница,грани'ца,,711,0,https://openrussian.org/audio-shtooka/граница.mp3,за грани́цу Go abroad,,,noun,B2,2020-01-01 00:00:00
738,,шесть,шесть,,,0,https://openrussian.org/audio-shtooka/шесть.mp3,"nominative: шесть\ngenitive: шести́\ndative: шести́\naccusative: шесть\ninstrumental: шестью́\nprepositional: шести́",,,other,A2,2020-01-01 00:00:00
752,,придтись,придти'сь,,731,0,,Alternative form of прийти́сь,"""придтись"" ist eine alternative Schreibweise von ""прийтись"", Anwendungsbeispiele siehe dort! Sandy",,verb,B2,2020-01-01 00:00:00
758,,звук,звук,,737,0,https://openrussian.org/audio-shtooka/звук.mp3,Also. Mute on audio calls.,,,noun,B2,2020-01-01 00:00:00
775,,ворот,во'рот,,754,0,,"Many example sentences here are falsely linked. They actually belong to *воро́та* which is a plural noun for ""gate"".",,,noun,B2,2020-01-01 00:00:00
793,,суд,суд,,772,0,https://openrussian.org/audio-shtooka/суд.mp3,"На нет и суда нет!\nThere is no judgement for ""no"". \nRussian saying for when you have to reconcile over the absence of something or when there is nothing to be done. Something like a ""no is a no""",,,noun,B2,2020-01-01 00:00:00
797,,лоб,лоб,,776,0,https://openrussian.org/audio-shtooka/лоб.mp3,В/На лбу,,,noun,B2,2020-01-01 00:00:00
811,,впереди,впереди',,790,0,https://openrussian.org/audio-shtooka/впереди.mp3,+ genitive,,,other,B2,2020-01-01 00:00:00
839,,называться,называ'ться,,818,0,https://openrussian.org/audio-shtooka/называться.mp3,+ instrumental,,,verb,B2,2020-01-01 00:00:00
844,,позволить,позво'лить,,823,0,https://openrussian.org/audio-shtooka/позволить.mp3,+ dative,что? кому?,,verb,B2,2020-01-01 00:00:00
845,,обнаружить,обнару'жить,,824,0,https://openrussian.org/audio-shtooka/обнаружить.mp3,To find out,кого? что?,,verb,B2,2020-01-01 00:00:00
852,,подходить,подходи'ть,,831,0,https://openrussian.org/audio-shtooka/подходить.mp3,Подхожу к столу - I approach the table/go up to the table,к кому? к чему?,,verb,B2,2020-01-01 00:00:00
853,,горячий,горя'чий,,832,0,https://openrussian.org/audio-shtooka/горячий.mp3,"Hot to the touch.\nAlso to mean passionate, heated (feelings, arguments)",,,adjective,B2,2020-01-01 00:00:00
860,,зато,зато',,839,0,https://openrussian.org/audio-shtooka/зато.mp3,After зато we say something positive & never negative,,,other,B2,2020-01-01 00:00:00
866,,нести,нести',,845,0,https://openrussian.org/audio-shtooka/нести.mp3,Нести and понести are concrete verbs.,"zielorientiert : нести\nnicht zielorientiert : носить",,verb,B2,2020-01-01 00:00:00
880,1,повод,по'вод,,859,0,https://openrussian.org/audio-shtooka/повод.mp3,по поводу (+ genitive case),давать повод: veranlassen,,noun,B2,2020-01-01 00:00:00
891,,цвет,цвет,,870,0,https://openrussian.org/audio-shtooka/цвет.mp3,"Don't confuse this word with flower which is very similar (sing. цвето́к; pl. цветы́).",,,noun,B2,2020-01-01 00:00:00
899,,бок,бок,,878,0,https://openrussian.org/audio-shtooka/бок.mp3,"It has a locative case (в, на) боку'",,,noun,B2,2020-01-01 00:00:00
904,,удивиться,удиви'ться,,883,0,,used with dative,кому? чему?,,verb,B2,2020-01-01 00:00:00
920,,обратно,обра'тно,,899,0,https://openrussian.org/audio-shtooka/обратно.mp3,Я кладу обратно книгу = I am putting the book back (i.e. on the shelf lying down),,,other,B2,2020-01-01 00:00:00
