id,position,bare,accented,derived_from_word_id,rank,disabled,audio,usage_en,usage_de,number_value,type,level,created_at
102,,после,по'сле,,88,0,https://openrussian.org/audio-shtooka/после.mp3,"+ genitive case\nпосле того как: after",чего?,,other,A2,2020-01-01 00:00:00
103,,можно,мо'жно,,89,0,https://openrussian.org/audio-shtooka/можно.mp3,"можно  + any verb => add be to the meaning. Ex: можно достичь: can be achieved\nвсе чаще можно:   it is increasingly possible",,,adverb,A1,2020-01-01 00:00:00
104,,слово,сло'во,,90,0,https://openrussian.org/audio-shtooka/слово.mp3,"по словам:  According to + genitive\nК слову: by the way",,,noun,A2,2020-01-01 00:00:00
105,,через,че'рез,,91,0,https://openrussian.org/audio-shtooka/через.mp3,"This can also be written as ""чрез""\n+ accusative",что?,,other,B1,2020-01-01 00:00:00
109,,спросить,спроси'ть,,95,0,https://openrussian.org/audio-shtooka/спросить.mp3,"This verb is commonly used to ask for information, while просить - попросить to make a request of some sort, to ask somebody to do something, to obtain something. out of the request.",что у кого? кого о чём?,,verb,A1,2020-01-01 00:00:00
112,,должный,до'лжный,,98,0,https://openrussian.org/audio-shtooka/должный.mp3,"до́лжен alone = obligation: must\nдо́лжен + быть = necessity: have to\nOther ways to express necessity:\nНужно, надо: have to/ ought to have","быть до́лжным : müssen, sollen\nBeispiel: Он не до́лжен э́того де́лать (er soll das nicht tun)\n\nбыть до́лжным (кому?) : jdm etwas schuldig sein\nBeispiel : Ско́лько я до́лжен?  (was bin ich schuldig?)",,adjective,B1,2020-01-01 00:00:00
113,,ведь,ведь,,99,0,https://openrussian.org/audio-shtooka/ведь.mp3,"Énfasis o Recordatorio:\nТы ведь обещал помочь. Tú prometiste ayudar, ¿recuerdas?\nМы ведь уже говорили об этом. Ya hablamos de eso, ¿recuerdas?\n\nConexión Lógica:\nЯ хочу узнать, ведь это важно. (Quiero saber, ya que es importante\n\nConfirmación o Sorpresa:\nОн ведь выиграл в лотерее! (¡Él ganó la lotería, lo sabías!)\nЭто ведь так просто! (¡Es tan fácil, no lo sabías!)",,,other,B1,2020-01-01 00:00:00
120,,сторона,сторона',,106,0,https://openrussian.org/audio-shtooka/сторона.mp3,"из стороны в сторону:  from side to side\nс одной стороны: from one hand\nС другой стороны: On the other hand",,,noun,B1,2020-01-01 00:00:00
122,,иметь,име'ть,,108,0,https://openrussian.org/audio-shtooka/иметь.mp3,"не иметь смысла: have no meaning  \nиметь смысл:  make sense\nиметь свойство: tends to",что? кого?,,verb,B1,2020-01-01 00:00:00
126,,об,об,,112,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_0584f44d4cf7f8c30497eea5db94076e.mp3,+ prepositional,,,other,B1,2020-01-01 00:00:00
127,,нога,нога',,113,0,https://openrussian.org/audio-shtooka/нога.mp3,вверх ногами - upside down,вверх ногами - kopfüber,,noun,A2,2020-01-01 00:00:00
128,,делать,де'лать,,114,0,https://openrussian.org/audio-shtooka/делать.mp3,"+ instrumental\nNote the usage of dative: Что мне делать? “What am I to do?”",,,verb,B1,2020-01-01 00:00:00
131,,никто,никто',,117,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_aa8847cfe09d2f6c0fe5f1fea2a828e9.mp3,"nominative: никто́\ngenitive: никого́\ndative: никому́\naccusative: никого́\ninstrumental: нике́м\nprepositional: ни о ко́м","Deklination von никто́  \n\nNominativ:	       	никто́\nGenitiv:	               	никого́\nDativ:	               	никому́\nAkkusativ:         	никого́\nInstrumental:       	нике́м\nPrepositional:      	ни о ко́м",,other,A2,2020-01-01 00:00:00
132,,работа,рабо'та,,118,0,https://openrussian.org/audio-shtooka/работа.mp3,диссертационная работа: dissertation work,,,noun,A1,2020-01-01 00:00:00
135,,нужный,ну'жный,,120,0,https://openrussian.org/audio-shtooka/нужный.mp3,"Dative + нужно + infinitive\nDative + short form + nominative",,,adjective,B1,2020-01-01 00:00:00
136,,над,над,,121,0,https://openrussian.org/audio-shtooka/над.mp3,"+ instrumental case\nBefore words beginning with certain consonant clusters such as мн- (mn-), вс- (vs-), and сн- (sn-), the variant form надо (nado) is used.",чем? кем?,,other,B1,2020-01-01 00:00:00
137,,взять,взять,,122,0,https://openrussian.org/audio-shtooka/взять.mp3,"For some clarification: взять has quite a few meanings, see ru.wiktionary.org/wiki/взять.\n\nBut they all are kind of a substitute or synonym of 'take'. The most common examples are listed above. Sandy",,,verb,B1,2020-01-01 00:00:00
138,,конечно,коне'чно,3407,123,0,https://openrussian.org/audio-shtooka/конечно.mp3,конечно же: of course,,,adverb,A2,2020-01-01 00:00:00
141,,казаться,каза'ться,,126,0,https://openrussian.org/audio-shtooka/казаться.mp3,+ instrumental case with adjective,кому? каким/какой?,,verb,B1,2020-01-01 00:00:00
142,,три,три,,,0,https://openrussian.org/audio-shtooka/три.mp3,"nominative - три\ngenitive - трёх\ndative - трём\naccusative - три / трёх\ninstrumental - тремя́\nprepositional - трёх",Zahlwort,,noun,A2,2020-01-01 00:00:00
143,,конец,коне'ц,,127,0,https://openrussian.org/audio-shtooka/конец.mp3,в самом конце: in the end,в конце - Am Ende,,noun,B1,2020-01-01 00:00:00
144,,город,го'род,,128,0,https://openrussian.org/audio-shtooka/город.mp3,он рабо́тает в э́том го́роде - he works in this town,,,noun,A2,2020-01-01 00:00:00
145,,несколько,не'сколько,,129,0,https://openrussian.org/audio-shtooka/несколько.mp3,"The words много, мало, немного, немало, сколько, несколько are used with different grammatical cases depending whether the object is countable or not: With genitive plural with countables and genitive singular with non-countables.","Много, мало, немного, немало, сколько, несколько + Genitiv Plural mit Zählbarem und Genitiv Singular mit nicht Zählbarem.",,other,A2,2020-01-01 00:00:00
151,,последний,после'дний,,135,0,https://openrussian.org/audio-shtooka/последний.mp3,"в последние - adv: in the last\nв последнем: in the latter\n в последний раз: for the last time",,,adjective,A2,2020-01-01 00:00:00
152,,более,бо'лее,,136,0,https://openrussian.org/audio-shtooka/более.mp3,"Adverb - much discussion online about the difference between более and больше - if in doubt, более is quite old-fashioned and pretentious, and больше appears to have greater usage. See https://www.quora.com/Russian-language-Is-there-a-difference-between-более-and-больше\n\nТем более: even more so\n\n+dative","более чем — mehr als\nболее чем когда-либо — mehr denn je\nболее или менее — mehr oder weniger\nни более ни менее — nicht mehr und nicht weniger\nболее того — noch mehr\nвсё более и более — immer mehr und mehr\nтем более — um so mehr\nболее 200 человек -- mehr als 200 Leute",,other,B1,2020-01-01 00:00:00
155,,хотя,хотя',,139,0,https://openrussian.org/audio-shtooka/хотя.mp3,хотя́ бы: at least,(umg.) хоть,,other,A2,2020-01-01 00:00:00
161,,давать,дава'ть,,145,0,https://openrussian.org/audio-shtooka/давать.mp3,+dative,что? кому?,,verb,B1,2020-01-01 00:00:00
162,,случай,слу'чай,,146,0,https://openrussian.org/audio-shtooka/случай.mp3,В этом случае:  in this case,,,noun,B1,2020-01-01 00:00:00
170,,остаться,оста'ться,,154,0,https://openrussian.org/audio-shtooka/остаться.mp3,+instrumental,сделать что?,,verb,B1,2020-01-01 00:00:00
172,,совсем,совсе'м,,156,0,https://openrussian.org/audio-shtooka/совсем.mp3,"Derived from the preposition со (with) + всем, the instrumental case of весь (all). \nWatch this video to find out how to use this word correctly.\nhttps://www.youtube.com/watch?v=gUZVPUGQyso",,,other,B1,2020-01-01 00:00:00
175,,вид,вид,,159,0,https://openrussian.org/audio-shtooka/вид.mp3,"делать вид, что ... - to pretend\nВот это полезный перекус в виде фруктов - Here is a healthy snack in the form of fruit\nв виде: in the form","иметь в виду - meinen\nни под каким видом - unter keinen Umständen, auf keinen Fall\nпотерять из виду - aus den Augen verlieren",,noun,B1,2020-01-01 00:00:00
180,,оказаться,оказа'ться,,164,0,https://openrussian.org/audio-shtooka/оказаться.mp3,+ instrumental,,,verb,B1,2020-01-01 00:00:00
189,,много,мно'го,,173,0,https://openrussian.org/audio-shtooka/много.mp3,"The words много, мало, немного, немало, сколько, несколько are used with different grammatical cases depending whether the object is countable or not: With genitive plural with countables and genitive singular with non-countables.","Много, мало, немного, немало, сколько, несколько + Genitiv Plural mit Zählbarem und Genitiv Singular mit nicht Zählbarem.\n\nво многом: zu einem guten/grossen Teil, weitgehend, grösstenteils",,other,A2,2020-01-01 00:00:00
198,,лишь,лишь,,182,0,https://openrussian.org/audio-shtooka/лишь.mp3,"Commonly used: Лишь бы - Just to/merely to/as long as\nОна готова была бросить всё, плыть через океан, лишь бы встретиться с ним.",,,other,B1,2020-01-01 00:00:00
200,,опять,опя'ть,,184,0,https://openrussian.org/audio-shtooka/опять.mp3,"Can sometimes have a negative connotation.\n\nOnly «опять» is used in «опять же» (~""besides"").\nWhen asking someone to repeat, use «ещё раз».",,,other,B1,2020-01-01 00:00:00
201,,ждать,ждать,,185,0,https://openrussian.org/audio-shtooka/ждать.mp3,+genitive,кого? чего? что?,,verb,A2,2020-01-01 00:00:00
203,,правда,пра'вда,,187,0,https://openrussian.org/audio-shtooka/правда.mp3,по правде говоря - to tell the truth,,,noun,B1,2020-01-01 00:00:00
204,,посмотреть,посмотре'ть,,188,0,https://openrussian.org/audio-shtooka/посмотреть.mp3,"It's occasionally translated to ""to see."" For example:\n«Мы посмотрим» translates to ""We will see.""\n«Я не мог посмотреть название этой улицы» translates to ""I couldn't see the name of this street.""",на кого? на что?,,verb,B1,2020-01-01 00:00:00
205,,про,про,,189,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_e8886e820a1c882a6d781d71b493b553.mp3,"+ accusative\nпро то: about the fact",что? кого?,,other,B1,2020-01-01 00:00:00
206,,никогда,никогда',,190,0,https://openrussian.org/audio-shtooka/никогда.mp3,"When used, it is required to use double negation: никогда не\n\nEx: \nЯ никогда не занимаюсь спортом; у меня никогда нет время!\nI never play sports; I never have the time!",,,other,A2,2020-01-01 00:00:00
209,,именно,и'менно,,193,0,https://openrussian.org/audio-shtooka/именно.mp3,Именно с этим: this is why,,,other,B1,2020-01-01 00:00:00
214,,никакой,никако'й,,198,0,https://openrussian.org/audio-shtooka/никакой.mp3,+genitive,,,adjective,B1,2020-01-01 00:00:00
219,,решить,реши'ть,,203,0,https://openrussian.org/audio-shtooka/решить.mp3,+ accusative case,что?,,verb,B1,2020-01-01 00:00:00
221,,Москва,Москва',,205,0,https://openrussian.org/audio-shtooka/Москва.mp3,Moskva and Moscow are two different renderings of the same Russian word Москва.,"mit Moskau wird die Stadt, mit Moskwa der Fluss bezeichnet.",,noun,B1,2020-01-01 00:00:00
234,,сегодня,сего'дня,,218,0,https://openrussian.org/audio-shtooka/сегодня.mp3,"pronunciation incorrect, г is pronounced as в\nthis is because it is derived from the phrase ""сего дня"" (meaning ""of this day"") and the genitive adjective ending ""-его"" is pronounced as ""-ево""",,,adverb,A1,2020-01-01 00:00:00
238,,вместе,вме'сте,,222,0,https://openrussian.org/audio-shtooka/вместе.mp3,Вместе с тем: along with that,,,other,B1,2020-01-01 00:00:00
243,,сколько,ско'лько,,227,0,https://openrussian.org/audio-shtooka/сколько.mp3,"The words много, мало, немного, немало, сколько, несколько are used with different grammatical cases depending whether the object is countable or not: With genitive plural with countables and genitive singular with non-countables.\n\nстолько, сколько - as much as\n\nnominative: ско́лько\ngenitive: ско́льких\ndative: ско́льким\naccusative: ско́лько / ско́льких\ninstrumental: ско́лькими\nprepositional: ско́льких","Много, мало, немного, немало, сколько, несколько + Genitiv Plural mit Zählbarem und Genitiv Singular mit nicht Zählbarem.\nсколько де́нег, сколько сту́льев, сколько са́хара,  ско́лько молока́, ско́лько пи́ва, ско́лько вре́мени, сколько кошек",,other,A1,2020-01-01 00:00:00
244,,народ,наро'д,,228,0,https://openrussian.org/audio-shtooka/народ.mp3,Note the expression много народу ‘a lot of people’. The “partitive” genitive (which indicates “some”) of народ has a special ending -у,всем наро́дом - allgemein,,noun,B1,2020-01-01 00:00:00
248,,зачем,заче'м,,232,0,https://openrussian.org/audio-shtooka/зачем.mp3,"Reply with что́бы or зате́м, что́бы",,,other,B1,2020-01-01 00:00:00
253,,бог,бог,,237,0,https://openrussian.org/audio-shtooka/бог.mp3,Vocative form: бо́же,,,noun,B1,2020-01-01 00:00:00
255,,ходить,ходи'ть,,239,0,https://openrussian.org/audio-shtooka/ходить.mp3,"'Ходить' is multi-directional: it describes the action of walking around without a fixed goal or end point, a bit like the English verb 'to wander' (Compared to 'Идти' which is uni-directional: it describes someone walking in a straight line from A to B).\n\n[I think it would be a good idea to have this е́здить sentence cross-referenced to this ходить page: Я предпочита́ю ходи́ть пешком, а не е́здить на велосипе́де. I prefer going by foot than bicycling. ] Mercedes\n\nVerbs of motion",,,verb,B1,2020-01-01 00:00:00
262,,имя,и'мя,,246,0,https://openrussian.org/audio-shtooka/имя.mp3,"Stem: имен-\n c мировым именем: with world famous",,,noun,B1,2020-01-01 00:00:00
